Title:,Official Development Assistance (ODA) to Basic Nutrition from DAC Donors peaked in 2013.,,,,,,,,,,,,
Source:,OECD DAC Creditor Reporting System (CRS),,,,,,,,,,,,
Notes:,"US$, 2013 constant prices, gross disbursements from DAC donors",,,,,,,,,,,,
Data extracted:,05-Aug-15,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,
Basic Nutrition ODA from DAC donor countries,,197.6,138.3,80.1,74.6,208.7,189.4,230.4,246.7,259.7,430.0,760.1,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
